-174 65 50 
-224 90 0 
-224 90 0 
-174 65 -50 

-174 65 50 
-124 90 0 
-124 90 0 
-174 65 -50 

-174 65 50 
-124 40 100 
-124 40 0 
-174 65 -50 

-174 65 50 
-224 40 100 
-224 40 0 
-174 65 -50 

-174 65 50 
-224 90 0 
-224 90 0 
-174 65 -50 

