-75.2068 -68.7086 55 
-67.7068 -81.699 55 
-67.7068 -81.699 45 
-75.2068 -68.7086 45 

-75.2068 -68.7086 55 
-60.2068 -68.7086 55 
-60.2068 -68.7086 45 
-75.2068 -68.7086 45 

-75.2068 -68.7086 55 
-67.7068 -55.7183 55 
-67.7068 -55.7183 45 
-75.2068 -68.7086 45 

-75.2068 -68.7086 55 
-82.7068 -55.7183 55 
-82.7068 -55.7183 45 
-75.2068 -68.7086 45 

-75.2068 -68.7086 55 
-90.2068 -68.7086 55 
-90.2068 -68.7086 45 
-75.2068 -68.7086 45 

-75.2068 -68.7086 55 
-82.7068 -81.699 55 
-82.7068 -81.699 45 
-75.2068 -68.7086 45 

-75.2068 -68.7086 55 
-67.7068 -81.699 55 
-67.7068 -81.699 45 
-75.2068 -68.7086 45 

