186 173 100 
136 198 100 
136 198 0 
186 173 0 

186 173 100 
236 198 100 
236 198 0 
186 173 0 

186 173 100 
236 148 100 
236 148 0 
186 173 0 

186 173 100 
136 148 100 
136 148 0 
186 173 0 

186 173 100 
136 198 100 
136 198 0 
186 173 0 

