-62.928 0.92779 55 
-55.428 -12.0626 55 
-55.428 -12.0626 45 
-62.928 0.92779 45 

-62.928 0.92779 55 
-47.928 0.92779 55 
-47.928 0.92779 45 
-62.928 0.92779 45 

-62.928 0.92779 55 
-55.428 13.9182 55 
-55.428 13.9182 45 
-62.928 0.92779 45 

-62.928 0.92779 55 
-70.428 13.9182 55 
-70.428 13.9182 45 
-62.928 0.92779 45 

-62.928 0.92779 55 
-77.928 0.92779 55 
-77.928 0.92779 45 
-62.928 0.92779 45 

-62.928 0.92779 55 
-70.428 -12.0626 55 
-70.428 -12.0626 45 
-62.928 0.92779 45 

-62.928 0.92779 55 
-55.428 -12.0626 55 
-55.428 -12.0626 45 
-62.928 0.92779 45 

